Restaurant Name,City,Primary Cuisine,Cost Category,Rating,Votes,Latitude,Longitude
New Bikaner Sweets,new delhi,street food,low,3.0,10,28.5990759,77.0818086
Pizza Yum,new delhi,pizza,medium,2.5,8,28.5974151,77.0815144
Radhika Sweets,new delhi,desserts,low,3.0,5,28.5910707,77.0909658
Satguru Di Hatti,new delhi,north indian,low,3.0,6,28.5899658,77.0811572
Sher-E-Punjab,new delhi,north indian,low,3.0,5,28.5852411,77.0892552
Shudh Vaishno Amritsari Naan,new delhi,north indian,low,3.0,6,28.5959508,77.0808459
Sumit Sweets,new delhi,mithai,low,3.0,6,28.5891867,77.0803073
Aggarwal Bikaner Wala,new delhi,mithai,low,1.0,2,28.5886994,77.0807273
Aggarwal Sweet Centre,new delhi,north indian,low,1.0,2,28.6054188,77.0830226
Aggarwal Sweet India,new delhi,mithai,low,1.0,2,28.6041636,77.0688245
Aggarwal Sweets Centre,new delhi,mithai,low,1.0,1,28.5990759,77.0818086
Aggarwal Sweets,new delhi,north indian,low,1.0,0,28.5955838,77.0976348
Anupama Snacks and Sweets Corner,new delhi,mithai,low,1.0,1,28.6106461,77.0842816
Baba Ka Dhaba,new delhi,north indian,low,1.0,0,28.5828978,77.0902799
Balaji Eating Point,new delhi,north indian,low,1.0,1,28.5913425,77.093073
Bhagat Ji Sweets,new delhi,fast food,low,1.0,0,28.597615,77.10086
Bikaner Sweet Corner,new delhi,mithai,low,1.0,1,28.5901329,77.0889332
Chavi Food Point,new delhi,north indian,low,1.0,2,28.5974807,77.1007496
Cook & Connect,new delhi,north indian,medium,1.0,1,28.6076275,77.0817653
Dinesh Ka Mithila Dhaba,new delhi,north indian,low,1.0,0,28.6029698,77.0688364
Domino's Pizza,new delhi,pizza,medium,1.0,1,28.5872923,77.0851879
Flavors Of London,new delhi,desserts,low,1.0,1,28.5912498,77.0907871
Flavours Of London,new delhi,ice cream,low,1.0,0,28.5885001,77.0910041
Foji Bhai Hotel,new delhi,north indian,low,1.0,0,28.5931848,77.0864659
Green Chilli,new delhi,chinese,low,1.0,2,28.6003471,77.0819105
Hook N Cook,new delhi,chinese,medium,1.0,2,28.59918909,77.07506843
Hyderabadi & Muradabadi Chicken Corner,new delhi,mughlai,low,1.0,1,28.6048103,77.0821745
It's Pizza Town,new delhi,pizza,medium,1.0,1,28.6057682,77.1079132
ITO Ke Mashoor Chole Bhature,new delhi,street food,low,1.0,1,28.6061412,77.068718
Janta Special Lassi Corner,new delhi,street food,low,1.0,3,28.583836,77.0911161
Kairi The Royal Taste,new delhi,north indian,low,1.0,0,28.6093193,77.083122
Kasba,new delhi,chinese,low,1.0,0,28.5861677,77.0917506
Kayasthas Food Junction,new delhi,chinese,low,1.0,1,28.60761477,77.10199412
KGN Chicken Corner,new delhi,mughlai,low,1.0,1,28.6005361,77.0824439
Maggi Point,new delhi,chinese,low,1.0,0,28.6006231,77.101591
Momozone,new delhi,fast food,low,1.0,0,28.6069426,77.076292
Munna Bakery,new delhi,bakery,low,1.0,3,28.5912032,77.0927191
N.S. Pizza Point,new delhi,pizza,low,1.0,0,28.6040477,77.068668
Nand Bhai Chholey Bhature,new delhi,street food,low,1.0,1,28.5845283,77.0902079
New Lazeez Tandoor,new delhi,north indian,medium,1.0,2,28.6004059,77.0817069
Pizza Day,new delhi,pizza,medium,1.0,2,28.5942717,77.0961177
Pizza Day,new delhi,pizza,medium,1.0,2,28.5871261,77.0909455
Pritam Tiffin Service,new delhi,north indian,low,1.0,0,28.5867302,77.0875638
Rana Sweets and Restaurant,new delhi,north indian,low,1.0,1,0.0,0.0
Rastogi Sweets & Caterers,new delhi,mithai,low,1.0,1,28.5848753,77.0899375
Recipe Tadka,new delhi,north indian,medium,1.0,3,28.596432,77.0849466
Sahi Pakde Hain,new delhi,north indian,medium,1.0,0,28.5865739,77.0918982
Sher e Punjab Rasoi,new delhi,north indian,low,1.0,1,28.5830299,77.0903881
Shyam Rasoi,new delhi,north indian,low,1.0,1,28.6040693,77.10665
Subhan Chicken Biryani,new delhi,biryani,low,1.0,1,28.6030799,77.0687114
Surprise - Bakers & Bites,new delhi,bakery,low,1.0,0,28.5962898,77.0847547
The Night Rider,new delhi,north indian,medium,1.0,1,28.60444754,77.08320702
Vikram Ji Snacks,new delhi,fast food,low,1.0,3,28.583969,77.0909427
Yadav Chaat Bhandar,new delhi,street food,low,1.0,1,28.5883368,77.0893623
Yadav Ji Chholey Bhature,new delhi,street food,low,1.0,1,28.6062929,77.0686475
Burger King,new delhi,burger,medium,3.0,10,28.5921535,77.1622219
Chaayos,new delhi,cafe,low,3.0,4,28.5921535,77.1622219
Berco's,new delhi,chinese,medium,1.0,2,28.5921535,77.1622219
Chicago Pizza,new delhi,pizza,medium,1.0,0,28.5921448,77.162132
Domino's Pizza,new delhi,pizza,medium,1.0,0,28.5921535,77.1622219
Dunkin' Donuts,new delhi,burger,medium,1.0,0,28.5921362,77.1620421
Keventers,new delhi,beverages,low,1.0,2,28.5921448,77.162132
Khan Chacha,new delhi,mughlai,medium,1.0,1,28.5921535,77.1622219
Wow! Momo,new delhi,chinese,low,1.0,0,28.5921448,77.162132
Aalis Kathi Kabab,new delhi,fast food,low,3.5,46,28.5438243,77.2300888
Dill's Chawla Chik Inn,new delhi,north indian,medium,3.5,66,28.543918,77.2301503
Ipshita's Cakes Mamma Bakes,new delhi,bakery,medium,3.0,11,28.5420321,77.2260944
Big Wong,new delhi,chinese,medium,4.5,108,28.5480806,77.2112423
Giani's,new delhi,ice cream,low,3.5,39,28.6079937,77.230028
Baskin Robbins,new delhi,ice cream,low,3.5,39,28.6079866,77.2297975
Chicken Inn,new delhi,north indian,high,3.5,447,28.6080413,77.2298169
Ichiban,new delhi,chinese,high,4.0,768,28.6080707,77.2297892
Krishna Di Kulfi,new delhi,ice cream,low,4.0,154,28.6080468,77.2298329
Pindi,new delhi,north indian,high,4.0,337,28.6079765,77.2300185
Veg Gulati,new delhi,north indian,high,4.0,600,28.6080723,77.2298055
Chor Bizarre,new delhi,north indian,high,4.5,64,28.6081696,77.2305318
Gulati,new delhi,north indian,high,4.5,4373,28.6081402,77.229733
Havemore,new delhi,north indian,high,4.0,1157,28.6080483,77.2297998
Aggarwal Sweets,new delhi,street food,low,3.0,5,28.619105,77.2853799
Om Sai Dosa Corner,new delhi,south indian,low,3.0,4,28.6187643,77.2843146
Angelena Restaurant,new delhi,north indian,low,1.0,0,28.6213874,77.2847393
Chennai Dosa Express,new delhi,south indian,low,1.0,1,28.62789848,77.21252906
Chennai Dosa Xpress,new delhi,south indian,low,1.0,1,0.0,0.0
Domino's Pizza,new delhi,pizza,medium,1.0,0,0.0,0.0
Foodizm,new delhi,north indian,low,1.0,0,28.6192264,77.2858165
Healthy Nutrienty,new delhi,beverages,low,1.0,0,28.6213699,77.2847055
Kalka Ji Rasoi,new delhi,street food,low,1.0,0,28.62103989,77.28373256
Kolkata Biriyani On Call,new delhi,biryani,medium,1.0,0,28.6213841,77.2847283
Mahavir Sweets,new delhi,mithai,low,1.0,1,28.6180762,77.2835092
Massi's Kitchen,new delhi,north indian,low,1.0,0,28.6238533,77.2857811
New Shama Chicken Restaurant,new delhi,biryani,low,1.0,0,28.6210849,77.2849549
Pizza King,new delhi,pizza,medium,1.0,0,28.6185463,77.2842381
Raj Shri,new delhi,north indian,low,1.0,0,28.6180657,77.2833786
Roll Junction,new delhi,north indian,low,1.0,0,0.0,0.0
Sai Bhojanalay,new delhi,north indian,low,1.0,3,28.6185799,77.2847755
Shree Balaji Caterers,new delhi,mughlai,low,1.0,1,28.618738,77.2843343
Smily Cakes,new delhi,bakery,low,1.0,0,28.62235249,77.29241386
Zaika Restaurant,new delhi,mughlai,low,1.0,0,28.6193685,77.280266
"34, Chowringhee Lane",new delhi,fast food,low,2.5,30,28.6725877,77.1028857
A Pizza House,new delhi,pizza,medium,3.0,38,28.6726853,77.1029262
Amrit Family Rasoi,new delhi,chinese,low,3.0,53,28.6628265,77.1086886
Bake Club,new delhi,bakery,low,3.0,15,28.6689519,77.1047423
Cafe Coffee Day,new delhi,cafe,low,3.5,40,28.6700417,77.1024553
Cake O Frost,new delhi,bakery,low,3.5,14,28.667271,77.090488
Chawla Kitchen,new delhi,north indian,medium,3.5,49,28.6727831,77.0881856
Cherry Fresh,new delhi,ice cream,low,3.5,21,28.6704942,77.1088139
Chocooze,new delhi,bakery,low,3.0,9,28.66483434,77.08939813
Chuk Chuk Mail,new delhi,chinese,low,3.0,44,28.6755527,77.1041432
Da Pizza Bakers,new delhi,pizza,medium,3.0,24,28.6800158,77.0876088
Domino's Pizza,new delhi,pizza,medium,3.0,111,28.6768613,77.1043703
Green Chick Chop,new delhi,raw meats,low,3.5,51,28.6772543,77.1113214
Grill Zone,new delhi,fast food,low,3.5,23,28.67279557,77.10953582
Grover Mithaivala,new delhi,mithai,low,3.5,46,28.6707476,77.1101679
Hong Kong Express,new delhi,chinese,medium,3.0,50,28.6764727,77.1044433
Hot Spot Roll Corner,new delhi,fast food,low,3.0,34,28.66980833,77.10151667
Jaiveer Naan & Chaap,new delhi,north indian,low,3.5,27,28.6625244,77.1005941
Jaiveer Naan & Chaap,new delhi,north indian,low,3.0,27,28.6684312,77.1011865
Kabab Hut,new delhi,north indian,medium,3.0,37,28.6645411,77.091691
Kabbaba,new delhi,north indian,medium,3.5,31,28.67004128,77.10144192
McDonald's,new delhi,fast food,medium,3.5,94,28.6636449,77.0923895
New Durga Corner,new delhi,south indian,low,3.0,37,28.6770198,77.1043454
New Durga Dosa Corner,new delhi,south indian,low,3.0,43,28.6702286,77.0845702
Pishori Chicken,new delhi,north indian,medium,3.5,46,28.66237699,77.10041028
Pizza Break,new delhi,pizza,medium,3.5,75,28.6705118,77.083637
Pizza Hut Delivery,new delhi,italian,medium,3.0,58,28.6743735,77.1037178
PK Shoppe,new delhi,fast food,low,2.5,36,28.66843611,77.10166944
Pudding & Pie,new delhi,bakery,low,2.5,16,28.6651734,77.0923449
Punjabi Angithi,new delhi,north indian,low,3.5,31,28.6726943,77.1090579
Punjabi Handi,new delhi,north indian,medium,3.5,39,28.6732969,77.0883005
Quality Cake Shop,new delhi,desserts,low,3.0,92,28.663641,77.0921794
Rahul's Rasoi,new delhi,north indian,medium,2.5,78,28.6700821,77.1085776
RTW,new delhi,street food,low,2.5,49,28.66727869,77.09194355
Sahib e Aalam,new delhi,north indian,low,3.0,49,28.6644992,77.0916769
Shree Durga Dosa,new delhi,south indian,low,3.5,35,28.6656865,77.1078468
Shree Durga Dosa,new delhi,south indian,low,2.5,27,28.6702637,77.0850323
Shree Rathnam,new delhi,south indian,medium,3.0,95,28.6609267,77.0917501
Sunil Momos.Com,new delhi,chinese,low,3.5,65,28.66988331,77.08380103
Temptation Food,new delhi,chinese,low,3.0,29,28.6684011,77.1011338
Wheelyz,new delhi,north indian,medium,3.0,32,28.6622052,77.1006085
Ashok Meat Wala,new delhi,mughlai,medium,3.5,40,28.6643779,77.0916553
Biryani Sons & Co.,new delhi,biryani,low,4.0,63,28.66843981,77.10143723
Curry Tree,new delhi,north indian,medium,3.5,18,28.66197022,77.1008109
Deli 63,new delhi,fast food,low,3.5,52,28.6770448,77.1113276
Friends Shawarma,new delhi,north indian,low,3.5,107,28.6701038,77.1018159
Ganesh Restaurant,new delhi,north indian,medium,4.0,105,28.6626766,77.1005797
Kake Da Hotel,new delhi,north indian,medium,3.5,29,28.6621865,77.1005772
Nirmal Vada Pav,new delhi,street food,low,3.5,75,28.6698165,77.1089081
Oasis Baklawa,new delhi,fast food,low,3.5,76,28.6691804,77.1048462
Puri Bakers,new delhi,bakery,low,3.5,108,28.6700408,77.1073558
Wonder Taste of Spices,new delhi,north indian,medium,3.5,75,28.6626539,77.100584
Biryaniwala,new delhi,biryani,low,2.0,68,28.67277733,77.08830345
Firangi N More,new delhi,chinese,low,2.0,43,28.6701078,77.1088081
Pakwan,new delhi,north indian,medium,2.0,45,28.6733616,77.0881834
Subway,new delhi,american,medium,2.5,31,28.6700688,77.0876301
24x7,new delhi,north indian,high,3.0,18,28.6342441,77.3095668
Cafe Cook,new delhi,fast food,low,3.0,15,28.6351477,77.3102527
La-Nawaab,new delhi,north indian,medium,3.0,5,28.6279757,77.3082555
Roadside Cafe,new delhi,chinese,low,3.0,55,28.6347816,77.3040401
Royal India Food Plaza,new delhi,north indian,low,3.0,12,0.0,0.0
Sir John Bakery Cafe,new delhi,bakery,medium,3.5,27,28.6311367,77.3061913
Bikku Bakes,new delhi,bakery,low,3.5,59,28.6238399,77.3014118
Giani,new delhi,ice cream,low,3.5,65,28.6280118,77.3080199
Zune - Piccadily Hotel,new delhi,north indian,high,2.5,67,28.6295053,77.079438
361 Restaurant & Banquet,new delhi,north indian,high,3.5,67,28.6977426,77.1405619
6 Pack Momos,new delhi,chinese,low,3.0,7,28.7126174,77.1411462
Amritsari Kulcha,new delhi,north indian,low,3.0,4,28.7085403,77.1355283
Bake Houz,new delhi,bakery,low,3.0,4,28.7128025,77.1473489
Ben's Foods,new delhi,north indian,low,3.0,9,28.7120026,77.138944
Bobby Punjabi Rasoi,new delhi,north indian,medium,2.5,113,28.6987597,77.1390339
Bromfy Public House,new delhi,continental,high,3.0,27,28.68867,77.1348248
BTW,new delhi,street food,low,3.0,63,28.6888166,77.1296855
Chacha Shankar,new delhi,north indian,medium,3.0,29,28.7052826,77.1414823
Chaska,new delhi,north indian,medium,3.0,161,28.7147226,77.1452027
Chatore.e.e,new delhi,north indian,low,3.0,38,28.7145998,77.1452869
Chawla's Tandoori Xpress,new delhi,north indian,medium,2.5,75,28.6880009,77.1351688
Chawla's Tandoori Xpress,new delhi,north indian,medium,3.0,45,28.6998969,77.1450145
Chinese Hut,new delhi,chinese,low,3.0,60,28.7013542,77.1357531
Culinaria,new delhi,north indian,high,3.5,10,28.6939262,77.1306743
Deli Cake Cafe,new delhi,bakery,low,3.5,33,28.7007092,77.1499993
Domino's Pizza,new delhi,pizza,medium,3.0,73,28.6992587,77.1394556
Domino's Pizza,new delhi,pizza,medium,2.5,65,28.6886191,77.1350789
Dragon Hut,new delhi,chinese,low,3.5,72,28.70384,77.1406518
Frontier Restaurant,new delhi,north indian,medium,2.5,7,28.7183711,77.1404369
Giani's,new delhi,ice cream,low,3.0,36,28.7039917,77.1459548
Giani,new delhi,ice cream,low,3.0,6,28.7147518,77.14529034
Grand Bikaner,new delhi,mithai,low,3.0,5,28.7062841,77.138135
Hill Chillz 26,new delhi,ice cream,low,3.0,41,28.6883727,77.1350596
K's Town,new delhi,north indian,medium,3.0,20,28.7146757,77.1453257
Laxmi Ice Cream Parlour,new delhi,ice cream,low,3.0,12,28.7119934,77.1416405
Make My Day,new delhi,desserts,low,3.0,25,28.68571,77.1360227
McDonald's,new delhi,fast food,medium,3.5,58,28.6893243,77.1331014
Mikky Peshawari,new delhi,north indian,medium,3.0,49,28.6877493,77.1351915
Moroca,new delhi,fast food,low,3.0,31,28.6882703,77.121461
New Punjabi Dhaba and Caterers,new delhi,north indian,low,3.0,39,28.6880453,77.1300451
Pandey Chinese Hut,new delhi,chinese,medium,2.5,43,28.7122653,77.1415008
Pandey Chinese Hut,new delhi,chinese,medium,2.5,7,28.714488,77.1452358
Peppers & Pipes,new delhi,chinese,medium,3.0,15,28.7147566,77.1452358
Punjabi Zaika,new delhi,north indian,low,3.5,110,28.6834858,77.1357081
Punjabi's Eating Hub,new delhi,north indian,medium,3.5,31,28.6882083,77.1215051
Punjabian Di Shaan,new delhi,north indian,medium,2.5,4,28.7052868,77.1417304
Puran Chand,new delhi,north indian,medium,2.5,48,28.6991601,77.1393754
Ram Chinese Food,new delhi,chinese,low,3.0,9,28.7052961,77.1390339
Rooftop,new delhi,north indian,medium,3.5,24,28.7133009,77.1401237
Ruchi's Food Junction,new delhi,north indian,low,2.5,8,28.7052868,77.1417304
Sahni Veg & Non Veg,new delhi,north indian,medium,3.0,26,28.70533,77.1421798
Shiv Chinese Chat Bhandar,new delhi,chinese,low,3.0,13,28.7063335,77.1382808
Shutup 'N' Eat,new delhi,north indian,medium,3.0,158,28.6882488,77.1214601
Sindhi Chicken Corner,new delhi,north indian,medium,3.0,80,28.710052,77.1437977
Smokshh The Lounge,new delhi,cafe,medium,3.5,25,28.6999935,77.1369665
Subway,new delhi,american,medium,3.5,77,28.6954275,77.13418
The Blessing Bliss,new delhi,north indian,high,3.5,21,28.6912752,77.1058511
The Butter Cup,new delhi,bakery,low,3.0,7,28.7049836,77.1413709
The Cake Bucks,new delhi,bakery,low,3.5,85,28.7049788,77.1447393
The Taste of Delhi,new delhi,north indian,medium,3.5,128,28.7065181,77.1377755
The Taste,new delhi,chinese,low,3.0,4,28.7071071,77.1393205
VadaPav 'n' Frankie,new delhi,fast food,low,3.0,5,28.7067569,77.1375505
Vaishnav Chat & Caterers,new delhi,street food,low,3.5,34,28.6917172,77.1402923
Yellowtail,new delhi,north indian,medium,3.0,19,28.6838684,77.1304079
Baker's Stop,new delhi,bakery,low,3.5,71,28.6953352,77.1336856
Bansal Sweets,new delhi,mithai,low,4.0,91,28.7012377,77.1355462
Bharat Sweets,new delhi,mithai,low,3.5,26,28.6984959,77.1400381
Dosa Corner,new delhi,south indian,low,3.5,93,28.701269,77.1355856
Green Chick Chop,new delhi,raw meats,low,3.5,68,28.7012878,77.1355283
Greenvich,new delhi,chinese,low,3.5,40,0.0,0.0
Hamburg To Hyderabad,new delhi,hyderabadi,low,4.0,63,28.6930758,77.1116159
I Food You,new delhi,continental,medium,4.0,92,28.6885884,77.1296406
Kay's Chicken Corner,new delhi,mughlai,medium,3.5,103,28.6997487,77.1455953
Lanche,new delhi,fast food,medium,3.5,105,28.6992827,77.1379553
Marshmallow Cakes & More,new delhi,bakery,low,3.5,10,28.70012968,77.14499371
Om Corner,new delhi,street food,low,3.5,57,28.6884763,77.1290202
Peshawari,new delhi,north indian,medium,3.5,79,28.69919,77.1393218
Puri Bakers,new delhi,bakery,low,4.0,72,28.6955603,77.1346295
Republic Of Food Lovers,new delhi,fast food,low,3.5,27,0.0,0.0
Sharma Bakers,new delhi,bakery,low,3.5,33,28.6861274,77.1291911
Street Hawkers,new delhi,chinese,low,3.5,32,28.6882228,77.1217587
The Midnight Heroes,new delhi,north indian,medium,3.5,379,28.7046286,77.140472
Tilak Munjal-R Panchkuian Samose Wale,new delhi,street food,low,3.5,98,28.7008747,77.1358879
3x Cafe,new delhi,fast food,low,1.0,0,28.7085129,77.1355204
Amritsari Naan,new delhi,north indian,low,1.0,0,28.712165,77.141747
Chinese Tadka,new delhi,chinese,low,1.0,0,28.7064856,77.1426944
Dinesh Meat Wala,new delhi,mughlai,low,1.0,0,28.7100972,77.1437283
Jeet Pizza,new delhi,pizza,low,1.0,3,28.7122306,77.1416255
New South Indian & Chinese Foods,new delhi,south indian,low,1.0,2,28.7129394,77.1406183
Niti Shake & Ice Cream Hub,new delhi,desserts,low,1.0,2,28.7132994,77.1401987
Yumbuns,new delhi,fast food,low,1.0,1,28.7132876,77.1402024
Giri Momos Centre & Chinese Fast Food,new delhi,chinese,low,2.5,69,28.7017575,77.1339547
Laalwala's,new delhi,north indian,medium,2.5,37,28.6836909,77.1359778
Sagar Ratna,new delhi,south indian,medium,2.5,131,28.7032305,77.1325545
Babu Shahi Bawarchi,new delhi,biryani,low,3.5,100,28.6143292,77.2405602
Cafe Lota,new delhi,north indian,high,4.5,2213,28.6131676,77.2419091
Bombay's Royal China,new delhi,chinese,medium,3.0,17,28.71318,77.1369983
Chin China,new delhi,chinese,low,3.0,9,28.7159746,77.1346295
Cholkat,new delhi,bakery,medium,3.0,4,28.7153479,77.1346295
Deluxe Butter Omlette,new delhi,fast food,low,3.5,13,28.7155992,77.1344497
Giani's,new delhi,ice cream,low,3.0,12,28.710643,77.1331449
Kanha Sweets,new delhi,street food,low,3.0,24,28.7098286,77.1344612
Liquid,new delhi,north indian,high,3.0,11,28.7127596,77.1375058
Papa Chinese Veg Food,new delhi,chinese,low,3.0,12,28.7106084,77.1333485
Punjab To China,new delhi,chinese,medium,3.0,19,28.7128377,77.1369216
Chocolacious by WedCraft,new delhi,bakery,low,1.0,0,28.7154778,77.1345845
Frontier,new delhi,bakery,low,1.0,0,28.7143111,77.1340901
Gopal Ji Rasoi Wala,new delhi,north indian,low,1.0,2,28.7101555,77.1337829
Kanuchawala,new delhi,north indian,low,1.0,0,28.7132323,77.1371188
Keventers,new delhi,beverages,low,1.0,3,28.7124595,77.1362474
Muncheezz,new delhi,chinese,low,1.0,0,28.7124101,77.1375957
Shaketastic,new delhi,beverages,low,1.0,0,28.7155806,77.1343223
Sree Krishna Udupi,new delhi,south indian,low,1.0,1,28.7153016,77.1350789
Asia 21,new delhi,asian,high,3.0,48,28.6414658,77.2958299
Barkat,new delhi,north indian,medium,3.5,67,28.6434655,77.2974723
Bikanervala,new delhi,north indian,medium,3.5,81,28.6393251,77.2947783
Chawla's,new delhi,north indian,medium,3.5,135,28.6424569,77.2959927
Cilantro Woodapple,new delhi,north indian,medium,3.0,8,28.6424299,77.2982982
Domino's Pizza,new delhi,pizza,medium,3.0,102,28.6393333,77.2949499
Giani's,new delhi,ice cream,low,3.0,51,28.6427964,77.296273
Gopala,new delhi,mithai,low,3.0,6,28.6347371,77.2908794
Green Chick Chop,new delhi,raw meats,low,3.0,4,28.6427539,77.2956527
Gupta Chat Corner,new delhi,street food,low,3.5,47,28.6342718,77.2909933
Kake Da Hotel,new delhi,north indian,medium,2.5,15,28.6428704,77.296126
Karim's,new delhi,mughlai,medium,2.5,84,28.6427202,77.2964641
Katyal Pure Vegetarian,new delhi,chinese,low,3.0,10,28.6424226,77.2959509
Kunal Dhaba,new delhi,north indian,low,3.0,18,28.6413119,77.2938388
Midnight Hunger,new delhi,north indian,low,3.0,9,28.6424254,77.2982982
Moon Bite,new delhi,north indian,low,3.0,177,28.64106087,77.29361692
Nirula's Ice Cream,new delhi,desserts,low,3.0,5,28.6345502,77.2907956
Pash!,new delhi,bakery,low,3.0,6,28.6326548,77.2860243
Rashi's De La Creme,new delhi,bakery,low,3.0,7,28.6397613,77.2918406
Rupa Dairy,new delhi,mithai,low,3.0,6,28.6397222,77.294789
Sandy's Punjabi Rasoi,new delhi,north indian,medium,3.0,24,28.6408942,77.2908649
Shree Rathnam,new delhi,south indian,medium,3.5,121,28.6430348,77.2975458
